id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XvA3uUAF
0012A00002AXHJUQA5,a0I2A00000XQHQLUA5
0012A00002AXHJUQA5,a0I2A00000XuUU7UAN
0012A00002AXHJUQA5,a0I2A00000XuQ48UAF
0012A00002AXHJUQA5,a0I2A00000XQKcCUAX
0012A00002AXHJUQA5,a0I2A00000XQYtyUAH
0012A00002AXHJUQA5,a0I2A00000YIfXKUA1
0012A00002AXHJUQA5,a0I2A00000XQLJ9UAP
0012A00002AXHJUQA5,a0I2A00000XwM8qUAF
0012A00002AXHJUQA5,a0I2A00000YJ5rGUAT
0012A00002AXHJUQA5,a0I2A00000XwPygUAF
0012A00002AXHJUQA5,a0I2A00000XQGXwUAP
0012A00002AXHJUQA5,a0I2A00000XuN7zUAF
0012A00002AXHJUQA5,a0I2A00000YrSgaUAF
0012A00002AXHJUQA5,a0I2A00000XwHNHUA3
0012A00002AXHJUQA5,a0I2A00000XQJOBUA5
0012A00002AXHJUQA5,a0I2A00000XQhmXUAT
0012A00002AXHJUQA5,a0I2A00000YH7yMUAT
0012A00002AXHJUQA5,a0I2A00000XQdXbUAL
0012A00002AXHJUQA5,a0I2A00000XQNQkUAP
0012A00002AXHJUQA5,a0I2A00000XuOlgUAF
0012A00002AXHJUQA5,a0I2A00000XQGxYUAX
0012A00002AXHJUQA5,a0I2A00000XQWPjUAP
0012A00002AXHJUQA5,a0I2A00000XQMCPUA5
0012A00002AXHJUQA5,a0I2A00000Xv4nWUAR
0012A00002AXHJUQA5,a0I2A00000XwefAUAR
0012A00002AXHJUQA5,a0I2A00000Xu9Y2UAJ
0012A00002AXHJUQA5,a0I2A00000XQLGUUA5
0012A00002AXHJUQA5,a0I2A00000XQfFVUA1
0012A00002AXHJUQA5,a0I2A00000XQGYwUAP
0012A00002AXHJUQA5,a0I2A00000XQIDmUAP
0012A00002AXHJUQA5,a0I2A00000XuDziUAF
0012A00002AXHJUQA5,a0I2A00000XuHbuUAF
0012A00002AXHJUQA5,a0I2A00000YH3oOUAT
0012A00002AXHJUQA5,a0I2A00000XQIHCUA5
0012A00002AXHJUQA5,a0I2A00000XwVEnUAN
0012A00002AXHJUQA5,a0I2A00000XQGa1UAH
0012A00002AXHJUQA5,a0I2A00000XuHuJUAV
0012A00002AXHJUQA5,a0I2A00000XQJvTUAX
0012A00002AXHJUQA5,a0I2A00000YSc7bUAD
0012A00002AXHJUQA5,a0I2A00000XwChzUAF
0012A00002AXHJUQA5,a0I2A00000XwHAZUA3
0012A00002AXHJUQA5,a0I2A00000XuQSbUAN
0012A00002AXHJUQA5,a0I2A00000YIflbUAD
0012A00002AXHJUQA5,a0I2A00000XQIq2UAH
0012A00002AXHJUQA5,a0I2A00000XQJTCUA5
0012A00002AXHJUQA5,a0I2A00000XuTDLUA3
0012A00002AXHJUQA5,a0I2A00000XQKdUUAX
0012A00002AXHJUQA5,a0I2A00000XQL6FUAX
0012A00002AXHJUQA5,a0I2A00000YGre8UAD
0012A00002AXHJUQA5,a0I2A00000XweQTUAZ
0012A00002AXHJUQA5,a0I2A00000XyIgiUAF
0012A00002AXHJUQA5,a0I2A00000XQM4zUAH
0012A00002AXHJUQA5,a0I2A00000XwI7xUAF
0012A00002AXHJUQA5,a0I2A00000YHXNaUAP
0012A00002AXHJUQA5,a0I2A00000XuHzlUAF
0012A00002AXHJUQA5,a0I2A00000XQTTJUA5
0012A00002AXHJUQA5,a0I2A00000XQRXnUAP
0012A00002AXHJUQA5,a0I2A00000XuEFFUA3
0012A00002AXHJUQA5,a0I2A00000XQLYFUA5
0012A00002AXHJUQA5,a0I2A00000XQJkpUAH
0012A00002AXHJUQA5,a0I2A00000YHEVHUA5
0012A00002AXHJUQA5,a0I2A00000YHOThUAP
0012A00002AXHJUQA5,a0I2A00000XQIf0UAH
0012A00002AXHJUQA5,a0I2A00000XQPhyUAH
0012A00002AXHJUQA5,a0I2A00000XQKWEUA5
0012A00002AXHJUQA5,a0I2A00000XuZ9tUAF
0012A00002AXHJUQA5,a0I2A00000XQL2oUAH
0012A00002AXHJUQA5,a0I2A00000YIel2UAD
0012A00002AXHJUQA5,a0I2A00000XQH16UAH
0012A00002AXHJUQA5,a0I2A00000XQHY1UAP
0012A00002AXHJUQA5,a0I2A00000XuEYEUA3
0012A00002AXHJUQA5,a0I2A00000XQLawUAH
0012A00002AXHJUQA5,a0I2A00000XQIm4UAH
0012A00002AXHJUQA5,a0I2A00000XwbBpUAJ
0012A00002AXHJUQA5,a0I2A00000XuTGkUAN
0012A00002AXHJUQA5,a0I2A00000YGe0lUAD
0012A00002AXHJUQA5,a0I2A00000XQGngUAH
0012A00002AXHJUQA5,a0I2A00000XQHPhUAP
0012A00002AXHJUQA5,a0I2A00000XQIOrUAP
0012A00002AXHJUQA5,a0I2A00000XQkpQUAT
0012A00002AXHJUQA5,a0I2A00000XQXJmUAP
0012A00002AXHJUQA5,a0I2A00000XQjjyUAD
0012A00002AXHJUQA5,a0I2A00000XQJx6UAH
0012A00002AXHJUQA5,a0I2A00000XQJ9jUAH
