id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XwM8qUAF
0012A00002AXHJUQA5,a0I2A00000Xu9W9UAJ
0012A00002AXHJUQA5,a0I2A00000XuQCAUA3
0012A00002AXHJUQA5,a0I2A00000XQM97UAH
0012A00002AXHJUQA5,a0I2A00000XQIMaUAP
0012A00002AXHJUQA5,a0I2A00000XQiBgUAL
0012A00002AXHJUQA5,a0I2A00000YIjB8UAL
0012A00002AXHJUQA5,a0I2A00000XQLbDUAX
0012A00002AXHJUQA5,a0I2A00000XwJqcUAF
0012A00002AXHJUQA5,a0I2A00000XQH1gUAH
0012A00002AXHJUQA5,a0I2A00000YGKOHUA5
0012A00002AXHJUQA5,a0I2A00000XuMVTUA3
0012A00002AXHJUQA5,a0I2A00000ZG5JTUA1
0012A00002AXHJUQA5,a0I2A00000XQewkUAD
0012A00002AXHJUQA5,a0I2A00000YIgRyUAL
0012A00002AXHJUQA5,a0I2A00000XQPK4UAP
0012A00002AXHJUQA5,a0I2A00000XQJA3UAP
0012A00002AXHJUQA5,a0I2A00000XQRXnUAP
0012A00002AXHJUQA5,a0I2A00000XQbPXUA1
0012A00002AXHJUQA5,a0I2A00000XQIvnUAH
0012A00002AXHJUQA5,a0I2A00000XQjSnUAL
0012A00002AXHJUQA5,a0I2A00000XQLVyUAP
0012A00002AXHJUQA5,a0I2A00000XQKLvUAP
0012A00002AXHJUQA5,a0I2A00000YIfQVUA1
0012A00002AXHJUQA5,a0I2A00000XQGL4UAP
0012A00002AXHJUQA5,a0I2A00000XwLypUAF
0012A00002AXHJUQA5,a0I2A00000XuFLrUAN
0012A00002AXHJUQA5,a0I2A00000YIfQmUAL
0012A00002AXHJUQA5,a0I2A00000XQJ1UUAX
0012A00002AXHJUQA5,a0I2A00000XwKh5UAF
0012A00002AXHJUQA5,a0I2A00000XwbGfUAJ
0012A00002AXHJUQA5,a0I2A00000XQKiFUAX
0012A00002AXHJUQA5,a0I2A00000XQOOqUAP
0012A00002AXHJUQA5,a0I2A00000XwSBSUA3
0012A00002AXHJUQA5,a0I2A00000XQIpPUAX
0012A00002AXHJUQA5,a0I2A00000XQLN9UAP
0012A00002AXHJUQA5,a0I2A00000XQKcCUAX
0012A00002AXHJUQA5,a0I2A00000XQHvjUAH
0012A00002AXHJUQA5,a0I2A00000XQPr7UAH
