id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XQK0gUAH
0012A00002AXHJUQA5,a0I2A00000XQK7kUAH
0012A00002AXHJUQA5,a0I2A00000XQHE6UAP
0012A00002AXHJUQA5,a0I2A00000XvA3uUAF
0012A00002AXHJUQA5,a0I2A00000XQJeCUAX
0012A00002AXHJUQA5,a0I2A00000XuJjPUAV
0012A00002AXHJUQA5,a0I2A00000XQHQLUA5
0012A00002AXHJUQA5,a0I2A00000XQKB3UAP
0012A00002AXHJUQA5,a0I2A00000XQHCbUAP
0012A00002AXHJUQA5,a0I2A00000Xu9vfUAB
0012A00002AXHJUQA5,a0I2A00000XuafwUAB
0012A00002AXHJUQA5,a0I2A00000Xu9c9UAB
0012A00002AXHJUQA5,a0I2A00000XQiBgUAL
0012A00002AXHJUQA5,a0I2A00000XQIrKUAX
0012A00002AXHJUQA5,a0I2A00000XQHkvUAH
0012A00002AXHJUQA5,a0I2A00000XQJ2hUAH
0012A00002AXHJUQA5,a0I2A00000XQGsFUAX
0012A00002AXHJUQA5,a0I2A00000XQJaoUAH
0012A00002AXHJUQA5,a0I2A00000XuPYBUA3
0012A00002AXHJUQA5,a0I2A00000XQLpMUAX
0012A00002AXHJUQA5,a0I2A00000XQJIsUAP
0012A00002AXHJUQA5,a0I2A00000XQMJjUAP
0012A00002AXHJUQA5,a0I2A00000XQL9bUAH
0012A00002AXHJUQA5,a0I2A00000XQGn6UAH
0012A00002AXHJUQA5,a0I2A00000XQHnnUAH
0012A00002AXHJUQA5,a0I2A00000XQLlAUAX
0012A00002AXHJUQA5,a0I2A00000XQIujUAH
0012A00002AXHJUQA5,a0I2A00000XQOcXUAX
0012A00002AXHJUQA5,a0I2A00000XuUU7UAN
0012A00002AXHJUQA5,a0I2A00000XQHQXUA5
0012A00002AXHJUQA5,a0I2A00000XQU1zUAH
0012A00002AXHJUQA5,a0I2A00000Y6b1NUAR
0012A00002AXHJUQA5,a0I2A00000XQIhPUAX
0012A00002AXHJUQA5,a0I2A00000XQHxVUAX
0012A00002AXHJUQA5,a0I2A00000XuQ48UAF
0012A00002AXHJUQA5,a0I2A00000XwGUzUAN
0012A00002AXHJUQA5,a0I2A00000XuOGIUA3
0012A00002AXHJUQA5,a0I2A00000XQKcCUAX
0012A00002AXHJUQA5,a0I2A00000XQLjrUAH
0012A00002AXHJUQA5,a0I2A00000XQIP0UAP
0012A00002AXHJUQA5,a0I2A00000XQceXUAT
0012A00002AXHJUQA5,a0I2A00000XQJf9UAH
0012A00002AXHJUQA5,a0I2A00000XQYtyUAH
0012A00002AXHJUQA5,a0I2A00000XQPfuUAH
0012A00002AXHJUQA5,a0I2A00000XQHldUAH
0012A00002AXHJUQA5,a0I2A00000XQLM8UAP
0012A00002AXHJUQA5,a0I2A00000XQIrZUAX
0012A00002AXHJUQA5,a0I2A00000XwDbeUAF
0012A00002AXHJUQA5,a0I2A00000XQGaBUAX
0012A00002AXHJUQA5,a0I2A00000XQK4PUAX
0012A00002AXHJUQA5,a0I2A00000YIfXKUA1
0012A00002AXHJUQA5,a0I2A00000XQM3aUAH
0012A00002AXHJUQA5,a0I2A00000XQIcaUAH
0012A00002AXHJUQA5,a0I2A00000XQKXiUAP
0012A00002AXHJUQA5,a0I2A00000XQK5aUAH
0012A00002AXHJUQA5,a0I2A00000Y6DYVUA3
0012A00002AXHJUQA5,a0I2A00000YSYnKUAX
0012A00002AXHJUQA5,a0I2A00000XQL18UAH
0012A00002AXHJUQA5,a0I2A00000XQLJ9UAP
0012A00002AXHJUQA5,a0I2A00000XQXXKUA5
0012A00002AXHJUQA5,a0I2A00000XwM8qUAF
0012A00002AXHJUQA5,a0I2A00000XQJItUAP
0012A00002AXHJUQA5,a0I2A00000XuWX3UAN
0012A00002AXHJUQA5,a0I2A00000YJ8K9UAL
0012A00002AXHJUQA5,a0I2A00000XQLDSUA5
0012A00002AXHJUQA5,a0I2A00000XQf2JUAT
0012A00002AXHJUQA5,a0I2A00000XQLHEUA5
0012A00002AXHJUQA5,a0I2A00000YJ5rGUAT
0012A00002AXHJUQA5,a0I2A00000XQJDKUA5
0012A00002AXHJUQA5,a0I2A00000XwPygUAF
0012A00002AXHJUQA5,a0I2A00000XQGXwUAP
0012A00002AXHJUQA5,a0I2A00000XQIPsUAP
0012A00002AXHJUQA5,a0I2A00000XQjmcUAD
0012A00002AXHJUQA5,a0I2A00000XQKzZUAX
0012A00002AXHJUQA5,a0I2A00000XuN7zUAF
0012A00002AXHJUQA5,a0I2A00000XQLYrUAP
0012A00002AXHJUQA5,a0I2A00000YrSgaUAF
0012A00002AXHJUQA5,a0I2A00000XwHNHUA3
0012A00002AXHJUQA5,a0I2A00000Y5xQLUAZ
0012A00002AXHJUQA5,a0I2A00000XQIoPUAX
0012A00002AXHJUQA5,a0I2A00000XQI4nUAH
0012A00002AXHJUQA5,a0I2A00000XwH1oUAF
0012A00002AXHJUQA5,a0I2A00000XQJOBUA5
0012A00002AXHJUQA5,a0I2A00000XQJtFUAX
0012A00002AXHJUQA5,a0I2A00000Xv4JnUAJ
0012A00002AXHJUQA5,a0I2A00000XQchzUAD
0012A00002AXHJUQA5,a0I2A00000XQhmXUAT
0012A00002AXHJUQA5,a0I2A00000YH7yMUAT
0012A00002AXHJUQA5,a0I2A00000XuBTRUA3
